"ID","text"
"Health05844","I can't hear out of my ear properly, I feel like there is something in it causing irritation."
"Health05845","I get chills and aches all over."
"Health05846","My ear is ringing."
"Health05847","My stomach feels full and upset  and bloating after big meals."
"Health05848","After playing tennis,  I had a powerful sensation close to my neck"
"Health05849","When i'm doing sport I have pain under my skin"
"Health05850","I cannot get warm no matter how much I wrap up or how high I put the heating on"
"Health05851","There's swelling in my neck and it hurts."
"Health05852","It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs."
"Health05853","When I'm tired I feel my head heavy"
"Health05854","I have a very rash sensation close to my arms"
"Health05855","There are lots of hairs on my pillow in the morning."
"Health05856","My sore isn't healing well and it's been like this for two weeks."
"Health05857","Is pimples a skin disease?"
"Health05858","I was very active in sports but now my body is feeling pain."
"Health05859","There is a sharp pain in my calve."
"Health05860","It hurts when I bent my arm"
"Health05861","I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!"
"Health05862","I get terrible headaches every few months and when I get them my vision is affected."
"Health05863","I don't have the energy to do the things that I used to"
"Health05864","When i eat i feel my stomach hurts"
"Health05865","i feel pain in my body"
"Health05866","i feel pain in my neck"
"Health05867","My stomach aches when I eat hot food, why?"
"Health05868","I have a foot ache although I don't walk a lot."
"Health05869","I have a feeling like my whole body is complaining"
"Health05870","I have a break in the skin inside one of my nostrils that has become infected and is now filled with pus."
"Health05871","The acne was causing me to feel embarrassed."
"Health05872","I don't know why I'm constantly sad."
"Health05873","The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
"Health05874","My left ear is ok, but the right one feels like it's being stabbed with a nail."
"Health05875","my child has cough all night, she can't sleep"
"Health05876","longitudinal burning line across back with hard respiratory movements"
"Health05877","There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help."
"Health05878","having difficulty moving my knee"
"Health05879","I feel aching on my insides."
"Health05880","I have a headache almost every day"
"Health05881","I'm very worried that I'll go bald soon. Am I very sick?"
"Health05882","When I drink a lot, I get a headache"
"Health05883","i have pain like needles in my joints."
"Health05884","My ankle joint throbs when I put pressure on my foot."
"Health05885","I have acne all over my face"
"Health05886","I have difficulty in breathing in crowded places."
"Health05887","I have a blurry vision since I woke up this morning, what could be the reason?"
"Health05888","there pain in my foot"
"Health05889","I feel very weak in my body"
"Health05890","I have a dry skin"
"Health05891","When I do hard exercises I feel great pain in my muscles."
"Health05892","I complain alot with my neck pain and i really need to be better"
"Health05893","I feel suicidal."
"Health05894","I feel pain in the lower back"
"Health05895","I feel a burning sensation in my shoulder muscle."
"Health05896","My skin is itching."
"Health05897","I have a split on my thumb that will not heal."
"Health05898","I feel pain in my eyes I can see fog"
"Health05899","I have an internal pain I cannot describe"
"Health05900","I have a blurry vision during my swimming training in the pool, why?"
"Health05901","My grandmother last year went to hospital because she was having a hard time breathing"
"Health05902","I can't get a girlfriend because of my acne."
"Health05903","Chronic bone disease at the level of the doubles of the lower Estremidades"
"Health05904","I have tried to relief it but I can't"
"Health05905","My daughter had her ears pierced and one of her ear lobes is bright red and burning hot."
"Health05906","There is a sharp pain in my calve."
"Health05907","I feel strong pain in my knee after it was hit during the football match."
"Health05908","My head is spinning when I get up."
"Health05909","cramps along the whole abdomen"
"Health05910","When I stand up too quickly I start to feel dizzy and light-headed"
"Health05911","My skin color on my back is red, I don't know why."
"Health05912","I feel pain in my back"
"Health05913","I feel abdominal pain"
"Health05914","I am worried for my driving, because I can barely focus when I am at the wheel, my eyes feel teary."
"Health05915","I can`t stop coughing."
"Health05916","i have a very bad cough"
"Health05917","i have a problem in seeing objects it is too difficult to see"
"Health05918","There is pain in my joints. I can not bear pain"
"Health05919","It hurts when I raise my arm up"
"Health05920","I feel pain when i think of her"
"Health05921","I was kicked in the head playing soccer last night."
"Health05922","i was playing basketball yesterday, i have sprained ankle"
"Health05923","My face break out badly every month around my cycle."
"Health05924","my neck hurts me and i can't look down or up"
"Health05925","I have throbing in my shoulder"
"Health05926","It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs."
"Health05927","I hit myself and the would doesn't want to heal"
"Health05928","My acne itches and oozes."
"Health05929","is my cut infected or just healing?"
"Health05930","Mr hair is falling out just by combing it."
"Health05931","My knee doesn't want to bend well."
"Health05932","My face is all broken out with pimples."
"Health05933","My hair is falling out in bunches."
"Health05934","I can't turn my neck to the left without feeling a stabbing pain"
"Health05935","I have a very rash sensation close to my arms"
"Health05936","I have the impression of having no strength in my body"
"Health05937","What helps cuts heal faster?"
"Health05938","I think I sprained my ankle it really hurts."
"Health05939","My acne is really embarassing. It's so read."
"Health05940","My hair is falling out in bunches."
"Health05941","In the morning my respiration is loud."
"Health05942","It feels like my heart is going to leap out of my body. It hurts."
"Health05943","My sore isn't healing well and it's been like this for two weeks."
"Health05944","When i'm doing sport I have pain under my skin"
"Health05945","I have a rash and it itches very bad."
"Health05946","How do you know if you have a torn meniscus in your knee?"
"Health05947","I have the impression of having no strength in my body"
"Health05948","I hit my head at the basketball game.  Could I have a concussion?"
"Health05949","My acne is really embarassing. It's so read."
"Health05950","I get chills and aches all over."
"Health05951","When I play sports  I have some burning sensation in my spine"
"Health05952","My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
"Health05953","My skin is very dry and peeling."
"Health05954","When i'm driving my eyes see in double"
"Health05955","I was very active in sports but now my body is feeling pain."
"Health05956","I have a cut that is red and swollen."
"Health05957","When I walk up a flight of stairs, my right knee hurts."
"Health05958","I have constant stomach pain and bloating."
"Health05959","My back hurts me and i can't bend it or walk"
"Health05960","I feel heart pain when I walk a lot"
"Health05961","My stomach aches when I eat hot food, why?"
"Health05962","I can't stop coughing"
"Health05963","Hearing any loud sounds makes my ear aches"
"Health05964","i'm injured i can't play sports"
"Health05965","after playing football, i have muscle pain with my both legs."
"Health05966","I get breakouts on my chest with red patches that get more intense when i get hot."
"Health05967","He was discovered to have an open wound."
"Health05968","When I think of my parents I feel pain"
"Health05969","The knee feels like it rusted and I suddenly cannot bend it anymore."
"Health05970","I have pimples on my back."
"Health05971","Every time I look to left I feel a sharp pain in my neck."
"Health05972","I feel pain in my shoulders when I write on the keyboard."
"Health05973","I have a blurry vision after my head was hit yesterday."
"Health05974","I wake up at night feeling cold"
"Health05975","When I play football I have muscle pain."
"Health05976","You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously."
"Health05977","When I tried to take care if my hair I found that it is falling out"
"Health05978","I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!"
"Health05979","Surgical wound infections"
"Health05980","There are some pimples on my face that bother me a lot"
"Health05981","I feel really sad all the time."
"Health05982","is my cut infected or just healing?"
"Health05983","I have pain in my chest that saddens me."
"Health05984","There's swelling in my neck and it hurts."
"Health05985","My knees seem to grind as I go up or down stairs."
"Health05986","I have shooting pains up and down my back."
"Health05987","I can't turn my neck to the left without feeling a stabbing pain"
"Health05988","What helps cuts heal faster?"
"Health05989","I cut myself and I'm bleeding."
"Health05990","After walking I have some pain under my foot"
"Health05991","There are lots of hairs on my pillow in the morning."
"Health05992","I have constant stomach pain and bloating."
"Health05993","I can't hear out of my ear properly, I feel like there is something in it causing irritation."
"Health05994","My hair is falling out in bunches."
"Health05995","It feels like my heart is going to leap out of my body. It hurts."
"Health05996","I have a very rash sensation close to my arms"
"Health05997","my left side aches much"
"Health05998","Surgical wound infections"
"Health05999","When I tried to be warm and wear more clothes I found that I was still cold"
"Health06000","Every time I look to left I feel a sharp pain in my neck."
"Health06001","i was travelling by ship and i feel dizzy."
"Health06002","I had an accident and my wound was open when I arrived to hospital"
"Health06003","I do not know why I feel cold"
"Health06004","I feel very hard to breathe"
"Health06005","It is like I have a needle pushing through my heart."
"Health06006","I have constant stomach pain and bloating."
"Health06007","I lose a lot of my hair"
"Health06008","I need a kind of cream wich make my muscles more relaxed"
"Health06009","The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar."
"Health06010","redness, swelling, and difficulty walking"
"Health06011","I feel a sharp pain in my stomach"
"Health06012","I chopped off the tip of my finger while I was cutting some cardboard and I cannot stop the bleeding."
"Health06013","there is acne on my face"
"Health06014","I have a problem in the expiration because i have abronchial asthma"
"Health06015","Why is my shoulder aching when I try to pick up the laundry?"
"Health06016","When I played football I dislocated my shoulder"
"Health06017","It feels like someone stuck a knife into my shoulder"
"Health06018","I read a book for along time and when I finished reading I feel head ache"
"Health06019","I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains."
"Health06020","I feel joint pain every time I move"
"Health06021","I feel great pain in my feet after playing one of the sports games"
"Health06022","i have muscle pain at my left leg."
"Health06023","When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me"
"Health06024","There is so much pain when I move my arm."
"Health06025","I am always cold, even when I am wearing layers"
"Health06026","There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog."
"Health06027","It's hard to stand up, and I'm moving very slowly"
"Health06028","I have this strange rash on my arm."
"Health06029","can't do any exercise, i feel weak"
"Health06030","My head hurts and I lose the sensation in my face, then lose sight in my eye"
"Health06031","I feel pain in my right shoulder after the tennis match."
"Health06032","I have a foot ache although I don't walk a lot."
"Health06033","I have an ear ache that won't go away.  I don't have a cold or headache or any other symptoms.  Just an earache."
"Health06034","My hair is falling without a reason, I can see a lot of hair on my working desk."
"Health06035","I had a pain in my knee when I was swimming"
"Health06036","My neck hurts me and i can't stand with this pain"
"Health06037","I feel a pain in my neck"
"Health06038","I feel like I went to an acupuncture's practice and had 100 needles in my shoulder"
"Health06039","I get clusters of whiteheads and blackheads on my back."
"Health06040","my left side aches much"
"Health06041","i am having problems seeing things feel like a cloud on my eyes everything is blurry"
"Health06042","The severe pain in the stomach I feel"
"Health06043","I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help"
"Health06044","My head hurts whenever I try to do something."
"Health06045","This long scar on my left buttock is from falling off my mountain bike."
"Health06046","My shower drain is full of hair every time."
"Health06047","My left ear is ok, but the right one feels like it's being stabbed with a nail."
"Health06048","i'm injured i can't play sports"
"Health06049","i feel pain in my neck"
"Health06050","Surgical wound infections"
"Health06051","I don't have the energy to do the things that I used to"
"Health06052","I wake up at night feeling cold"
"Health06053","I'm not feeling good I can't take my breath"
"Health06054","I have blurred vision."
"Health06055","when i wake up in the morning i feel dizzy"
"Health06056","Sometimes I feel like a claw on my chest that leaves me breathless."
"Health06057","When I stand up too quickly I start to feel dizzy and light-headed"
"Health06058","Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
"Health06059","I have a painful cramp in my feet"
"Health06060","I feel very hard to breathe"
"Health06061","i was watching tv and suddenly have blurry vision"
"Health06062","I got injured exercising"
"Health06063","I get i joint pain when i try to bend my leg or my arm"
"Health06064","I feel pain in my joint after an injury in the last football match I played."
"Health06065","My head is spinning when I get up."
"Health06066","My wound opened up again"
"Health06067","I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits."
"Health06068","I have pain in my stomach"
"Health06069","It hurts when I raise my arm up"
"Health06070","My neck hurts me and i can't stand with this pain"
"Health06071","I feel heart pain when I walk a lot"
"Health06072","I'm not feeling good I get infection wound"
"Health06073","I feel pain in my neck after waking up"
"Health06074","I had a pain in my knee when I was swimming"
"Health06075","I can't do anything I feel a weak in my body"
"Health06076","I get breakouts on my chest with red patches that get more intense when i get hot."
"Health06077","I have pimples on my back."
"Health06078","The knee feels like it rusted and I suddenly cannot bend it anymore."
"Health06079","There is pain in the muscles I do not know caused"
"Health06080","I can't stand up, I feel my brain is moving inside my skull."
"Health06081","I have internal pain whenever I come down with a cold."
"Health06082","My body feels weak and i think that my face is fade and i can't sleep well"
"Health06083","I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help."
"Health06084","I don't do anything at home and still I feel exhausted."
"Health06085","I usually have a bad cough when I get flu."
"Health06086","I got acne when I ate chili"
"Health06087","I feel very hard to breathe"
"Health06088","when i raise my hand i feel pain in my shoulder."
"Health06089","I have acne all over my face"
"Health06090","I get clusters of pimples on my face that never go away."
"Health06091","My foot hurts me a lot of playing football"
"Health06092","I'm having a hard time reading because the letters are all fuzzy"
"Health06093","i was playing football and injuried with joint pain."
"Health06094","I feel discomfort throughout the body in general"
"Health06095","there pain in my foot"
"Health06096","I don't know why I'm constantly sad."
"Health06097","I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband."
"Health06098","Chronic disease of hair follicles and sebaceous glands"
"Health06099","My chest hurts when I smoke"
"Health06100","I feel lightheaded when I stand up"
"Health06101","My heart hurts when I exercise"
"Health06102","I feel a burning sensation in my shoulder muscle."
"Health06103","i feel pain in my neck"
"Health06104","i have a great pain in my thorax from heart injury"
"Health06105","I get terrible headaches every few months and when I get them my vision is affected."
"Health06106","I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up."
"Health06107","My neck feels stiff"
"Health06108","i'm disappointed"
"Health06109","I have a pain in my stomach"
"Health06110","I do not know why I feel cold"
"Health06111","when i raise my hand i feel pain in my shoulder."
"Health06112","I feel very weak in my body"
"Health06113","It is hard to breath when I am in the underground metro station, why?"
"Health06114","My face break out badly every month around my cycle."
"Health06115","My lower back hurts but it improves if I stretch it"
"Health06116","i was diagnosed with pneumonia, i can't breath easily."
"Health06117","I have cloudy eyes"
"Health06118","I need a kind of cream wich make my muscles more relaxed"
"Health06119","The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar."
"Health06120","I can't stand up or sit down I have a pain in my back that annoys me"
"Health06121","severe pain in the upper left side of chest and may have pain to back"
"Health06122","There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help."
"Health06123","My skin is itching."
"Health06124","When I move my shoulder, it's like lightning is being sent through my shoulder"
"Health06125","I have a hair shortage"
"Health06126","I feel a lot of pain in the joints."
"Health06127","I feel congestion in my chest"
"Health06128","I have tried to make massage on my foot but they still pain me"
"Health06129","I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband."
"Health06130","I have a cold and it makes me cough alot"
"Health06131","I break out on my face very frequently"
"Health06132","I have a dry throat"
"Health06133","My chest break out with red pimples and whiteheads."
"Health06134","I do not feel better in my muscles"
"Health06135","My grandson cut his foot on a seashell in the ocean and now the foot is turning gray and is puffy."
"Health06136","my neck hurts me and i can't look down or up"
"Health06137","I m feeling cold though the temperature is high"
"Health06138","I have a blurry vision during my swimming training in the pool, why?"
"Health06139","I feel a pain in my neck"
"Health06140","When I brush my hair I notice big clumps of hair coming out in the brush."
"Health06141","The pain in my ear is unbearable."
"Health06142","i feel cold"
"Health06143","When I do hard exercises I feel great pain in my muscles."
"Health06144","My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing."
"Health06145","My head hurts when I'm doing this."
"Health06146","I have a blurry vision and i can't see in the darkness , what is the reason doctor ?"
"Health06147","i have injured myself during the soccer match"
"Health06148","Every time I comb my hair there are so many hair in my comb."
"Health06149","I feel a pain on the left side of my chest, where my heart is"
"Health06150","There is so much pain when I move my arm."
"Health06151","redness, swelling, and difficulty walking"
"Health06152","My shoulder has agreat pain"
"Health06153","Yesterday I had a shouder pain"
"Health06154","My lower back hurts but it improves if I stretch it"
"Health06155","When I remember her I feel down"
"Health06156","I have an indigestion"
"Health06157","It hurts when I bent my arm"
"Health06158","I feel a bone-on-bone pain in my knees when I climb stairs."
"Health06159","Every time I take a deep breath I start coughing"
"Health06160","Severe pain in the ear"
"Health06161","My foot hurts and I can't turn it.  Maybe it's broken."
"Health06162","my left side aches much"
"Health06163","I love to garden but I get a terrible twinge in my lower back when I lean over."
"Health06164","The crushing sensation on my heart leaves me breathless."
"Health06165","I have acne in my face and other problema in my derma like itching"
"Health06166","Every time I comb my hair there are so many hair in my comb."
"Health06167","when i raise my hand i feel pain in my shoulder."
"Health06168","I have a great stomach ache and i can't eat any thing"
"Health06169","My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing."
"Health06170","i have injured myself during the soccer match"
"Health06171","The area around my heart doesn't feel good."
"Health06172","i was travelling by ship and i feel dizzy."
"Health06173","I have terrible pain in my heart"
"Health06174","My neck is annoying me I can't sleep bacause of it"
"Health06175","When I bend over I get a shooting pain down my back"
"Health06176","I feel like the room is spinning"
"Health06177","there is a red stain in my skin"
"Health06178","heavy breath with fatigue"
"Health06179","I have a lot of knee pain whenever I go running."
"Health06180","I fell off my bike and since then I had hard  knee pain"
"Health06181","My shoulder muscle hurts when I try to reach up."
"Health06182","I have a pain internal"
"Health06183","I chopped off the tip of my finger while I was cutting some cardboard and I cannot stop the bleeding."
"Health06184","Can't keep focus"
"Health06185","red flushes accompanied with itchy"
"Health06186","I must see a doctor i have an open wound"
"Health06187","Severe pain in the ear"
"Health06188","I have a skin rash after eating an ice-cream."
"Health06189","My chest acne breaks out and never clears up."
"Health06190","My knees swell right below the knee cap and hurt when I put weight on them."
"Health06191","I feel something hurt me in taking breath and I cant take my breath"
"Health06192","I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it."
"Health06193","When I played football I dislocated my shoulder"
"Health06194","Hearing any loud sounds makes my ear aches"
"Health06195","I feel a sharp pain in my head when I think too hard."
"Health06196","My head ache since I woke up this morning."
"Health06197","longitudinal burning line across back with hard respiratory movements"
"Health06198","I can't stand up, I feel my brain is moving inside my skull."
"Health06199","I have pimples on my back."
"Health06200","My shoulder hurts me so much"
"Health06201","My back is hurting so much."
"Health06202","I feel a sharp pain in the stomach after eating"
"Health06203","I notice a lot more hair coming out than usual when I brush my hair"
"Health06204","I feel cold when the night comes"
"Health06205","i feel that is great pain in my left shoulder"
"Health06206","I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
"Health06207","There is a tingling sensation in my neck."
"Health06208","I think I sprained my ankle it really hurts."
"Health06209","I have a cut that is red and swollen."
"Health06210","My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep."
"Health06211","There's swelling in my neck and it hurts."
"Health06212","I hit myself and the would doesn't want to heal"
"Health06213","I cut myself and I'm bleeding."
"Health06214","I have shooting pains up and down my back."
"Health06215","When I'm tired I feel my head heavy"
"Health06216","I have a pain in my joint"
"Health06217","My neck feels stiff"
"Health06218","When I do hard exercises I feel great pain in my muscles."
"Health06219","i was playing football and injuried with joint pain."
"Health06220","Whenever I stand up I feel dizzy."
"Health06221","my hair falling out"
"Health06222","The acne was causing me to feel embarrassed."
"Health06223","My muscle in my shoulder burns when I move my arm."
"Health06224","My neck feels stiff"
"Health06225","I feel a tightness in my chest"
"Health06226","I feel dizzy after doing a muscular effort."
"Health06227","i was playing football and injuried with joint pain."
"Health06228","I have a hair shortage"
"Health06229","My neck feels stiff"
"Health06230","I feel very weak in my body"
"Health06231","The pain in my ear is unbearable."
"Health06232","When I brush my hair I notice big clumps of hair coming out in the brush."
"Health06233","Chronic bowel Pain"
"Health06234","i have difficulty moving my neck"
"Health06235","My back hurts so much I can't bend down to tie my shoelaces."
"Health06236","I have a pain in my joint"
"Health06237","I have a dull ache in my head"
"Health06238","I sliced myself deeply with a knife while I was cooking"
"Health06239","i have a hard pain in my stomach"
"Health06240","I have a headache almost every day"
"Health06241","i can't rotate my neck"
"Health06242","My head gets dizzy when I try to get up."
"Health06243","My kneecap feels like it is grating bone on bone when I walk."
"Health06244","I walk every day but now I get short of breath after going only a short way."
"Health06245","His infected wound was beginning to rot."
"Health06246","I'm having a hard time reading because the letters are all fuzzy"
"Health06247","I have a blurry vision since I woke up this morning, what could be the reason?"
"Health06248","My knees hurt so bad to walk that I stay sitting more than I should."
"Health06249","My wound was infected when i was planting some flowers in my garden"
"Health06250","It is hard to breath when I am in the underground metro station, why?"
"Health06251","When I play football I have joint pain."
"Health06252","I must see a doctor i have an open wound"
"Health06253","Severe pain in the ear"
"Health06254","When i'm doing sport I have pain under my skin"
"Health06255","I hit myself and the would doesn't want to heal"
"Health06256","There are lots of hairs on my pillow in the morning."
"Health06257","My joints ache whenever it is cold"
"Health06258","i feel cold"
"Health06259","I'm not good i feel dizzy"
"Health06260","My heart hurts when I exercise"
"Health06261","I think my body temperature is very low."
"Health06262","My television and computer seem out of focus even though I have new glasses."
"Health06263","I get terrible headaches every few months and when I get them my vision is affected."
"Health06264","My stomach feels starts hurting but then it feels better after I eat something mild."
"Health06265","i have a great pain in my thorax from heart injury"
"Health06266","itch at front and center of scalp"
"Health06267","i have injured myself during the soccer match"
"Health06268","I feel something hurt me in taking breath and I cant take my breath"
"Health06269","I have a pain in my head"
"Health06270","The warming system of my house is broken and  feel so cold"
"Health06271","The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar."
"Health06272","When I move on my shoulder, pain shoots down my arm"
"Health06273","I have a pain internal"
"Health06274","I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains."
"Health06275","I have shoulder pain when I try to carry my groceries."
"Health06276","I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help."
"Health06277","i am having problems seeing things feel like a cloud on my eyes everything is blurry"
"Health06278","chronic disease of hair follicles and sebaceous glands."
"Health06279","The pain feels like it's right below the skin"
"Health06280","I had a cold the last time I travelled by plane and I still have a discomfort in my ears."
"Health06281","I noticed an important decrease in my vision when I try to look at things up close."
"Health06282","He was discovered to have an open wound."
"Health06283","i was playing football and injuried with joint pain."
"Health06284","I cannot get warm no matter how much I wrap up or how high I put the heating on"
"Health06285","When I get out of bed in the morning my body feels very weak."
"Health06286","I hit myself and the would doesn't want to heal"
"Health06287","I think I sprained my ankle it really hurts."
"Health06288","After playing tennis,  I had a powerful sensation close to my neck"
"Health06289","I can't hear out of my ear properly, I feel like there is something in it causing irritation."
"Health06290","My hair is falling out in bunches."
"Health06291","After eating  I have burning sensation inside of me."
"Health06292","chronic disease of hair follicles and sebaceous glands."
"Health06293","i feel weak"
"Health06294","My chest break out with red pimples and whiteheads."
"Health06295","I have a cold and it makes me cough alot"
"Health06296","I hate my acne."
"Health06297","My neck hurts me and i can't stand with this pain"
"Health06298","I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain."
"Health06299","When I play football I have muscle pain."
"Health06300","You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously."
"Health06301","When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me"
"Health06302","I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it."
"Health06303","My entire body is freezing."
"Health06304","I tried to put my glasses to see more clear but cant find any change"
"Health06305","I feel pain in my head with a vertigo"
"Health06306","When I carry heavy things i feel like breaking my back"
"Health06307","I have a ear ache when I go to the pool"
"Health06308","I have a throbbing in my joints"
"Health06309","I usually have a bad cough when I get flu."
"Health06310","I got injured exercising"
"Health06311","I got acne when I ate chili"
"Health06312","I have a pain internal"
"Health06313","I've had this cough for two weeks."
"Health06314","My knees hurt so bad to walk that I stay sitting more than I should."
"Health06315","I have a wound between my toes that gets better overnight and then reopens ever day when I wear dress shoes to work."
"Health06316","I have general discomfort in my torso."
"Health06317","i'm disappointed"
"Health06318","My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal."
"Health06319","my ankle is hurting me"
"Health06320","I have a throbbing in my joints"
"Health06321","I feel a pain in my back"
"Health06322","I think there's fluid in my ears."
"Health06323","I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
"Health06324","Since I went into the forest  I have pain on my ear"
"Health06325","I have a cut that is red and swollen."
"Health06326","I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
"Health06327","I cannot get warm no matter how much I wrap up or how high I put the heating on"
"Health06328","My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
"Health06329","My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to."
"Health06330","What's the symptoms of appendicitis?"
"Health06331","In the morning my respiration is loud."
"Health06332","When i'm doing sport I have pain under my skin"
"Health06333","I feel weak all over."
"Health06334","My shoulder has agreat pain"
"Health06335","My skin color on my back is red, I don't know why."
"Health06336","I have internal pain whenever I come down with a cold."
"Health06337","i feel sad"
"Health06338","I noticed an important decrease in my vision when I try to look at things up close."
"Health06339","The joints in my fingers are painful in the morning."
"Health06340","I have pimples on my back."
"Health06341","i have difficulty moving my neck"
"Health06342","It hurts when I bent my arm"
"Health06343","Every time I take a deep breath I start coughing"
"Health06344","i have a very bad cough"
"Health06345","I feel like something is squeezing my lungs."
"Health06346","My chest hurts when I go to take a breath"
"Health06347","I feel cold when the night comes"
"Health06348","My foot is hurting so much."
"Health06349","I feel like l fell in hot water"
"Health06350","surgical wounds red, firing pus, painful and hot to the touch"
"Health06351","I have constant stomach pain and bloating."
"Health06352","My heart is pumping fast and I'm having a hard time to breath."
"Health06353","I have a rash and it itches very bad."
"Health06354","I cannot get warm no matter how much I wrap up or how high I put the heating on"
"Health06355","I have some pain when i'm walking around my knees"
"Health06356","My heart feels like it's going to explode."
"Health06357","I cut myself and I'm bleeding."
"Health06358","My acne is really embarassing. It's so read."
"Health06359","I visited many doctors but they can't find the right treatment toget my hair back"
"Health06360","I have pain in my stomach"
"Health06361","i have shoulder pain after doing any home work."
"Health06362","standing less than five minutes and my back start to ache"
"Health06363","My hair is coming out in chunks, especially when I wash it"
"Health06364","I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate."
"Health06365","My skin is itchy and inflamed"
"Health06366","I feel dizzy when i make sudden movements"
"Health06367","When I eat sugar I notice my vision blurs."
"Health06368","I feel dizzy whenever I stand up."
"Health06369","When I stand up too quick my vision is blurry."
"Health06370","I have a skin rash after eating an ice-cream."
"Health06371","I have a blurry vision since I woke up this morning, what could be the reason?"
"Health06372","My knees ache on cold and rainy days."
"Health06373","I fell a stiffness in my elbows and shoulders"
"Health06374","I have a pain in my joint"
"Health06375","redness, swelling, and difficulty walking"
"Health06376","I cannot breathe because of this dull ache below my left shoulder."
"Health06377","My calves feel like they are tight as knots and are throbbing"
"Health06378","My ear hurts when I touch it."
"Health06379","I have internal pain whenever I come down with a cold."
"Health06380","I cough a lot when I smell perfume, what is wrong with my lungs?"
"Health06381","I feel heart pain when I walk a lot"
"Health06382","after playing football, i have muscle pain with my both legs."
"Health06383","When I tried to be warm and wear more clothes I found that I was still cold"
"Health06384","He was discovered to have an open wound."
"Health06385","I wake up at night feeling cold"
"Health06386","I don't have the energy to do the things that I used to"
"Health06387","My head ache since I woke up this morning."
"Health06388","There are some pimples on my face that bother me a lot"
"Health06389","When I think of my parents I feel pain"
"Health06390","I feel pain inside I do not know what it is"
"Health06391","chronic disease of hair follicles and sebaceous glands."
"Health06392","Every time I look to left I feel a sharp pain in my neck."
"Health06393","i have pain like needles in my joints."
"Health06394","i feel that is great pain in my left shoulder"
"Health06395","is my cut infected or just healing?"
"Health06396","My skin is very dry and peeling."
"Health06397","I have some terrible problems when i'm breathing during the night."
"Health06398","My knees seem to grind as I go up or down stairs."
"Health06399","I have a scab on the back of my hand that just won't go away."
"Health06400","i feel pain in my knee"
"Health06401","I feel pain in my eyes I can see fog"
"Health06402","i feel pain in my foot"
"Health06403","my heart hurts me"
"Health06404","When I move my shoulder, it's like lightning is being sent through my shoulder"
"Health06405","chronic disease of hair follicles and sebaceous glands."
"Health06406","i am having problems seeing things feel like a cloud on my eyes everything is blurry"
"Health06407","I get clusters of whiteheads and blackheads on my back."
"Health06408","My television and computer seem out of focus even though I have new glasses."
"Health06409","My knees ache on cold and rainy days."
"Health06410","I have a cut on my foot that became infected from using the showers at the gym."
"Health06411","My husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day."
"Health06412","i have a hard pain in my stomach"
"Health06413","My body feels weak although I eat a lot, why?"
"Health06414","I feel like I've always got something in my throat"
"Health06415","I feel like I can hardly breathe unless I get what's in my lungs out"
"Health06416","I feel depressed when I see my hair falling out"
